text_id,source_type,model,base_prompt,sampling_strategy,few_shot,Filepath,wordtypes,wordtokens,swordtypes,swordtokens,lextypes,lextokens,slextypes,slextokens,verbtypes,verbtokens,sverbtypes,sverbtokens,adjtypes,adjtokens,advtypes,advtokens,nountypes,nountokens,LD,LS1,LS2,VS1,VS2,CVS1,NDW,NDW-50,NDW-ER50,NDW-ES50,TTR,MSTTR,CTTR,RTTR,LogTTR,Uber,LV,VV1,SVV1,CVV1,VV2,NV,AdjV,AdvV,ModV
09-a2,Candidate,Gemma 3,With Description,Contrastive,0.0,cli_text,37,52,2,2,19,21,2,2,5,5,0,0,4,4,2,2,8,10,0.4038,0.0952,0.0541,0.0,0.0,0.0,37,35,35.4,35.6,0.7115,0.7,3.6281,5.131,0.9139,19.9231,0.9048,1.0,5.0,1.5811,0.2381,0.8,0.1905,0.0952,0.2857
09-a2,Candidate,GPT-4o,With Description,Contrastive,0.0,cli_text,42,58,2,2,24,30,2,2,8,10,0,0,4,4,2,2,10,14,0.5172,0.0667,0.0476,0.0,0.0,0.0,42,36,37.0,37.5,0.7241,0.72,3.8996,5.5149,0.9205,22.1837,0.8,0.8,6.4,1.7889,0.2667,0.7143,0.1333,0.0667,0.2
09-a2,Candidate,GPT-5,Target Only,N/A,0.0,cli_text,43,58,2,2,25,29,2,2,8,9,0,0,6,6,1,2,10,12,0.5,0.069,0.0465,0.0,0.0,0.0,43,37,38.5,38.5,0.7414,0.74,3.9924,5.6462,0.9263,23.928,0.8621,0.8889,7.1111,1.8856,0.2759,0.8333,0.2069,0.0345,0.2414
09-a2,Candidate,GPT-5,With Description,N/A,0.0,cli_text,38,50,4,4,25,28,4,4,6,6,0,0,6,6,1,2,12,14,0.56,0.1429,0.1053,0.0,0.0,0.0,38,38,38.0,38.0,0.76,0.76,3.8,5.374,0.9298,24.2184,0.8929,1.0,6.0,1.7321,0.2143,0.8571,0.2143,0.0357,0.25
09-a2,Candidate,GPT-5,With Description,Random,1.0,cli_text,42,50,2,2,25,27,2,2,8,8,0,0,6,6,2,3,9,10,0.54,0.0741,0.0476,0.0,0.0,0.0,42,42,42.0,42.0,0.84,0.84,4.2,5.9397,0.9554,38.1203,0.9259,1.0,8.0,2.0,0.2963,0.9,0.2222,0.0741,0.2963
09-a2,Candidate,GPT-5,With Description,Random,2.0,cli_text,42,57,2,2,26,30,2,2,9,9,0,0,7,7,1,2,9,12,0.5263,0.0667,0.0476,0.0,0.0,0.0,42,37,38.2,37.8,0.7368,0.74,3.9337,5.563,0.9245,23.2466,0.8667,1.0,9.0,2.1213,0.3,0.75,0.2333,0.0333,0.2667
09-a2,Candidate,Opus 3,With Description,Confidence-Based,1.0,cli_text,47,68,2,2,26,33,2,2,10,12,0,0,4,4,2,2,10,15,0.4853,0.0606,0.0426,0.0,0.0,0.0,47,35,37.1,35.4,0.6912,0.7,4.0302,5.6996,0.9125,20.9343,0.7879,0.8333,8.3333,2.0412,0.303,0.6667,0.1212,0.0606,0.1818
09-a2,Candidate,GPT-5,With Description,Contrastive,0.0,cli_text,46,63,3,3,25,29,3,3,8,10,0,0,6,6,1,1,10,12,0.4603,0.1034,0.0652,0.0,0.0,0.0,46,38,38.7,37.6,0.7302,0.76,4.098,5.7955,0.9241,23.7045,0.8621,0.8,6.4,1.7889,0.2759,0.8333,0.2069,0.0345,0.2414
09-a2,Candidate,GPT-5,With Description,Confidence-Based,1.0,cli_text,44,60,2,2,25,30,2,2,9,10,0,0,6,6,2,3,8,11,0.5,0.0667,0.0455,0.0,0.0,0.0,44,39,38.2,38.2,0.7333,0.78,4.0166,5.6804,0.9242,23.4733,0.8333,0.9,8.1,2.0125,0.3,0.7273,0.2,0.0667,0.2667
09-a2,Candidate,GPT-5,With Description,Confidence-Based,2.0,cli_text,43,63,1,1,23,30,1,1,9,9,0,0,4,4,2,3,8,14,0.4762,0.0333,0.0233,0.0,0.0,0.0,43,36,37.0,35.6,0.6825,0.72,3.8307,5.4175,0.9078,19.5188,0.7667,1.0,9.0,2.1213,0.3,0.5714,0.1333,0.0667,0.2
09-a2,Candidate,Opus 1,With Description,Contrastive,1.0,cli_text,41,57,2,2,22,27,2,2,8,9,0,0,4,4,2,2,8,12,0.4737,0.0741,0.0488,0.0,0.0,0.0,41,39,37.1,39.0,0.7193,0.78,3.84,5.4306,0.9185,21.5464,0.8148,0.8889,7.1111,1.8856,0.2963,0.6667,0.1481,0.0741,0.2222
09-a2,Candidate,GPT-5,With Description,Contrastive,1.0,cli_text,42,58,3,3,27,31,3,3,7,7,0,0,7,7,3,4,10,13,0.5345,0.0968,0.0714,0.0,0.0,0.0,42,38,36.8,38.2,0.7241,0.76,3.8996,5.5149,0.9205,22.1837,0.871,1.0,7.0,1.8708,0.2258,0.7692,0.2258,0.0968,0.3226
09-a2,Candidate,Gemma 3,With Description,Contrastive,1.0,cli_text,41,58,2,2,20,24,2,2,6,7,0,0,3,3,2,2,9,12,0.4138,0.0833,0.0488,0.0,0.0,0.0,41,36,35.8,36.2,0.7069,0.72,3.8068,5.3836,0.9146,20.6425,0.8333,0.8571,5.1429,1.6036,0.25,0.75,0.125,0.0833,0.2083
09-a2,Candidate,Gemma 3,With Description,Confidence-Based,2.0,cli_text,43,62,2,2,23,28,2,2,7,8,0,0,5,5,2,2,9,13,0.4516,0.0714,0.0465,0.0,0.0,0.0,43,36,36.6,36.4,0.6935,0.72,3.8615,5.461,0.9113,20.2152,0.8214,0.875,6.125,1.75,0.25,0.6923,0.1786,0.0714,0.25
09-a2,Candidate,Claude 4,With Description,Confidence-Based,1.0,cli_text,52,79,1,1,32,40,1,1,14,16,0,0,6,6,2,2,10,16,0.5063,0.025,0.0192,0.0,0.0,0.0,52,34,36.3,36.3,0.6582,0.68,4.1369,5.8505,0.9043,19.8266,0.8,0.875,12.25,2.4749,0.35,0.625,0.15,0.05,0.2
09-a2,Candidate,Claude 4,With Description,Contrastive,1.0,cli_text,49,70,1,1,26,32,1,1,12,14,0,0,5,5,3,3,6,10,0.4571,0.0312,0.0204,0.0,0.0,0.0,49,38,39.1,36.5,0.7,0.76,4.1413,5.8566,0.916,21.9777,0.8125,0.8571,10.2857,2.2678,0.375,0.6,0.1562,0.0938,0.25
09-a2,Candidate,Gemma 3,With Description,Confidence-Based,1.0,cli_text,37,49,1,1,17,21,1,1,6,7,0,0,3,3,3,3,5,8,0.4286,0.0476,0.027,0.0,0.0,0.0,37,37,37.0,37.0,0.7551,0.7551,3.7376,5.2857,0.9278,23.4172,0.8095,0.8571,5.1429,1.6036,0.2857,0.625,0.1429,0.1429,0.2857
09-a2,Candidate,Gemma 3,With Description,Contrastive,2.0,cli_text,48,65,2,2,25,28,2,2,7,7,0,0,5,5,2,2,11,14,0.4308,0.0714,0.0417,0.0,0.0,0.0,48,38,38.0,38.2,0.7385,0.76,4.2099,5.9537,0.9274,24.9609,0.8929,1.0,7.0,1.8708,0.25,0.7857,0.1786,0.0714,0.25
09-a2,Candidate,Opus 3,With Description,Contrastive,1.0,cli_text,58,74,4,4,31,35,4,4,11,12,0,0,7,7,1,1,12,15,0.473,0.1143,0.069,0.0,0.0,0.0,58,41,42.5,40.9,0.7838,0.82,4.7676,6.7424,0.9434,33.0237,0.8857,0.9167,10.0833,2.2454,0.3143,0.8,0.2,0.0286,0.2286
09-a2,Candidate,Opus 1,With Description,Confidence-Based,2.0,cli_text,43,59,1,1,25,29,1,1,9,9,0,0,5,6,1,1,10,13,0.4915,0.0345,0.0233,0.0,0.0,0.0,43,38,37.8,37.1,0.7288,0.76,3.9585,5.5981,0.9224,22.826,0.8621,1.0,9.0,2.1213,0.3103,0.7692,0.1724,0.0345,0.2069
09-a2,Candidate,Opus 3,With Description,Confidence-Based,2.0,cli_text,40,55,3,3,24,27,3,3,9,9,0,0,5,5,2,2,8,11,0.4909,0.1111,0.075,0.0,0.0,0.0,40,36,37.2,37.4,0.7273,0.72,3.8139,5.3936,0.9205,21.9002,0.8889,1.0,9.0,2.1213,0.3333,0.7273,0.1852,0.0741,0.2593
09-b1,Candidate,GPT-4o,With Description,Random,2.0,cli_text,44,56,3,3,27,30,3,3,8,8,0,0,7,7,3,4,9,11,0.5357,0.1,0.0682,0.0,0.0,0.0,44,39,39.5,39.7,0.7857,0.78,4.1576,5.8797,0.9401,29.1798,0.9,1.0,8.0,2.0,0.2667,0.8182,0.2333,0.1,0.3333
09-b1,Candidate,GPT-4o,With Description,N/A,0.0,cli_text,39,54,4,4,27,30,4,4,5,5,0,0,7,7,2,3,13,15,0.5556,0.1333,0.1026,0.0,0.0,0.0,39,36,36.4,36.4,0.7222,0.72,3.7528,5.3072,0.9184,21.2354,0.9,1.0,5.0,1.5811,0.1667,0.8667,0.2333,0.0667,0.3
09-b1,Candidate,GPT-4o,Target Only,N/A,0.0,cli_text,44,54,2,2,23,25,2,2,8,8,0,0,5,5,2,2,8,10,0.463,0.08,0.0455,0.0,0.0,0.0,44,41,41.2,40.5,0.8148,0.82,4.2339,5.9876,0.9487,33.7436,0.92,1.0,8.0,2.0,0.32,0.8,0.2,0.08,0.28
09-b1,Candidate,Opus 1,Target Only,N/A,0.0,cli_text,42,57,1,1,23,27,1,1,8,8,0,0,4,4,1,2,10,13,0.4737,0.037,0.0238,0.0,0.0,0.0,42,38,37.7,37.0,0.7368,0.76,3.9337,5.563,0.9245,23.2466,0.8519,1.0,8.0,2.0,0.2963,0.7692,0.1481,0.037,0.1852
09-b1,Candidate,Opus 1,With Description,N/A,0.0,cli_text,46,59,4,4,29,32,4,4,10,10,1,1,6,6,2,3,11,13,0.5424,0.125,0.087,0.1,0.1,0.2236,46,37,39.7,38.6,0.7797,0.74,4.2346,5.9887,0.939,29.011,0.9062,1.0,10.0,2.2361,0.3125,0.8462,0.1875,0.0625,0.25
09-b1,Candidate,Opus 3,With Description,N/A,0.0,cli_text,47,63,2,2,27,32,2,2,8,8,0,0,6,6,3,4,10,14,0.5079,0.0625,0.0426,0.0,0.0,0.0,47,38,39.9,37.4,0.746,0.76,4.1871,5.9214,0.9293,25.4445,0.8438,1.0,8.0,2.0,0.25,0.7143,0.1875,0.0938,0.2812
09-b1,Candidate,Opus 3,Target Only,N/A,0.0,cli_text,57,77,5,5,33,37,5,5,12,12,2,2,6,6,2,2,13,17,0.4805,0.1351,0.0877,0.1667,0.3333,0.4082,57,39,39.7,38.6,0.7403,0.78,4.5932,6.4958,0.9308,27.2467,0.8919,1.0,12.0,2.4495,0.3243,0.7647,0.1622,0.0541,0.2162
09-b1,Candidate,Opus 1,With Description,Random,2.0,cli_text,42,54,4,4,28,31,4,4,7,7,0,0,7,7,1,2,13,15,0.5741,0.129,0.0952,0.0,0.0,0.0,42,38,39.0,38.5,0.7778,0.76,4.0415,5.7155,0.937,27.4974,0.9032,1.0,7.0,1.8708,0.2258,0.8667,0.2258,0.0323,0.2581
09-b1,Candidate,Opus 3,With Description,Random,2.0,cli_text,50,62,4,4,30,33,4,4,10,10,1,1,7,7,1,2,12,14,0.5323,0.1212,0.08,0.1,0.1,0.2236,50,39,41.2,41.1,0.8065,0.78,4.4901,6.35,0.9479,34.3889,0.9091,1.0,10.0,2.2361,0.303,0.8571,0.2121,0.0303,0.2424
09-b1,Candidate,GPT-4o,With Description,Random,1.0,cli_text,43,54,2,2,24,27,2,2,7,7,0,0,7,7,1,1,9,12,0.5,0.0741,0.0465,0.0,0.0,0.0,43,40,39.9,40.2,0.7963,0.8,4.1377,5.8516,0.9429,30.3379,0.8889,1.0,7.0,1.8708,0.2593,0.75,0.2593,0.037,0.2963
09-b1,Candidate,Opus 1,With Description,Random,1.0,cli_text,43,57,3,3,28,31,3,3,8,8,0,0,7,7,1,2,12,14,0.5439,0.0968,0.0698,0.0,0.0,0.0,43,37,38.8,38.0,0.7544,0.74,4.0273,5.6955,0.9303,25.1874,0.9032,1.0,8.0,2.0,0.2581,0.8571,0.2258,0.0323,0.2581
09-b1,Candidate,Opus 3,With Description,Random,1.0,cli_text,45,61,3,3,27,31,3,3,10,10,1,1,6,6,2,2,9,13,0.5082,0.0968,0.0667,0.1,0.1,0.2236,45,38,38.1,39.6,0.7377,0.76,4.0741,5.7617,0.926,24.1255,0.871,1.0,10.0,2.2361,0.3226,0.6923,0.1935,0.0645,0.2581
09-b1,Candidate,Opus 1,With Description,Confidence-Based,1.0,cli_text,44,57,4,4,29,32,4,4,8,8,0,0,7,7,1,2,13,15,0.5614,0.125,0.0909,0.0,0.0,0.0,44,39,39.5,39.4,0.7719,0.78,4.121,5.8279,0.936,27.4243,0.9062,1.0,8.0,2.0,0.25,0.8667,0.2188,0.0312,0.25
09-b1,Candidate,Gemma 3,Target Only,N/A,0.0,cli_text,48,74,1,1,28,32,1,1,11,11,0,0,6,6,2,2,9,13,0.4324,0.0312,0.0208,0.0,0.0,0.0,48,35,36.9,34.2,0.6486,0.7,3.9456,5.5799,0.8994,18.5862,0.875,1.0,11.0,2.3452,0.3438,0.6923,0.1875,0.0625,0.25
09-b1,Candidate,Claude 4,With Description,Random,2.0,cli_text,44,63,3,3,26,32,3,3,7,8,0,0,6,6,1,2,12,16,0.5079,0.0938,0.0682,0.0,0.0,0.0,44,37,37.2,37.0,0.6984,0.74,3.9198,5.5435,0.9134,20.7689,0.8125,0.875,6.125,1.75,0.2188,0.75,0.1875,0.0312,0.2188
09-b1,Candidate,Claude 4,Target Only,N/A,0.0,cli_text,53,66,2,2,28,33,2,2,10,11,0,0,7,7,2,3,9,12,0.5,0.0606,0.0377,0.0,0.0,0.0,53,42,41.3,39.9,0.803,0.84,4.6131,6.5238,0.9476,34.7518,0.8485,0.9091,9.0909,2.132,0.303,0.75,0.2121,0.0606,0.2727
09-b1,Candidate,Claude 4,With Description,N/A,0.0,cli_text,48,66,1,1,26,32,1,1,12,13,0,0,6,6,2,2,6,11,0.4848,0.0312,0.0208,0.0,0.0,0.0,48,38,39.1,35.8,0.7273,0.76,4.1779,5.9084,0.924,23.9384,0.8125,0.9231,11.0769,2.3534,0.375,0.5455,0.1875,0.0625,0.25
09-b1,Candidate,Claude 4,With Description,Random,1.0,cli_text,56,74,1,1,29,35,1,1,11,13,0,0,7,7,1,2,10,13,0.473,0.0286,0.0179,0.0,0.0,0.0,56,43,40.3,39.5,0.7568,0.86,4.6032,6.5099,0.9352,28.8658,0.8286,0.8462,9.3077,2.1573,0.3143,0.7692,0.2,0.0286,0.2286
09-b1,Candidate,Gemma 3,With Description,N/A,0.0,cli_text,43,63,2,3,23,27,2,3,8,8,0,0,5,5,2,2,8,12,0.4286,0.1111,0.0465,0.0,0.0,0.0,43,37,36.1,36.1,0.6825,0.74,3.8307,5.4175,0.9078,19.5188,0.8519,1.0,8.0,2.0,0.2963,0.6667,0.1852,0.0741,0.2593
09-b1,Candidate,Gemma 3,With Description,Random,1.0,cli_text,50,70,2,2,29,34,2,2,9,10,0,0,8,8,2,2,10,14,0.4857,0.0588,0.04,0.0,0.0,0.0,50,40,38.9,36.7,0.7143,0.8,4.2258,5.9761,0.9208,23.2973,0.8529,0.9,8.1,2.0125,0.2647,0.7143,0.2353,0.0588,0.2941
09-b1,Candidate,Gemma 3,With Description,Random,2.0,cli_text,53,76,2,3,29,34,2,3,9,10,1,2,5,5,5,5,10,14,0.4474,0.0882,0.0377,0.1,0.1,0.2236,53,40,36.9,38.6,0.6974,0.8,4.2989,6.0795,0.9168,22.5981,0.8529,0.9,8.1,2.0125,0.2647,0.7143,0.1471,0.1471,0.2941
09-b1,Candidate,Opus 1,With Description,Contrastive,0.0,cli_text,44,63,4,5,26,31,4,5,7,7,0,0,6,6,1,2,12,16,0.4921,0.1613,0.0909,0.0,0.0,0.0,44,34,36.5,36.3,0.6984,0.68,3.9198,5.5435,0.9134,20.7689,0.8387,1.0,7.0,1.8708,0.2258,0.75,0.1935,0.0323,0.2258
09-b1,Candidate,Opus 3,With Description,Contrastive,0.0,cli_text,50,64,4,4,29,33,4,4,8,9,1,1,8,8,1,1,12,15,0.5156,0.1212,0.08,0.1111,0.1111,0.2357,50,39,40.1,38.6,0.7812,0.78,4.4194,6.25,0.9406,30.4289,0.8788,0.8889,7.1111,1.8856,0.2424,0.8,0.2424,0.0303,0.2727
09-b1,Candidate,Claude 4,With Description,Contrastive,0.0,cli_text,46,67,2,2,28,34,2,2,8,9,0,0,7,7,1,2,12,16,0.5075,0.0588,0.0435,0.0,0.0,0.0,46,39,38.4,37.5,0.6866,0.78,3.9738,5.6198,0.9106,20.4177,0.8235,0.8889,7.1111,1.8856,0.2353,0.75,0.2059,0.0294,0.2353
09-b1,Candidate,Gemma 3,With Description,Contrastive,0.0,cli_text,47,59,2,2,26,28,2,2,9,9,0,0,5,5,2,2,10,12,0.4746,0.0714,0.0426,0.0,0.0,0.0,47,40,40.9,40.7,0.7966,0.8,4.3267,6.1189,0.9442,31.7548,0.9286,1.0,9.0,2.1213,0.3214,0.8333,0.1786,0.0714,0.25
09-b1,Candidate,GPT-4o,With Description,Contrastive,0.0,cli_text,43,56,4,4,25,28,4,4,6,6,0,0,7,7,1,2,11,13,0.5,0.1429,0.093,0.0,0.0,0.0,43,38,39.0,38.0,0.7679,0.76,4.0631,5.7461,0.9344,26.6403,0.8929,1.0,6.0,1.7321,0.2143,0.8462,0.25,0.0357,0.2857
09-b1,Candidate,GPT-5,Target Only,N/A,0.0,cli_text,43,60,3,3,28,32,3,3,8,8,0,0,6,6,1,2,13,16,0.5333,0.0938,0.0698,0.0,0.0,0.0,43,36,37.6,35.7,0.7167,0.72,3.9253,5.5513,0.9186,21.8535,0.875,1.0,8.0,2.0,0.25,0.8125,0.1875,0.0312,0.2188
09-b1,Candidate,GPT-5,With Description,N/A,0.0,cli_text,49,62,3,3,30,33,3,3,10,10,1,1,7,7,1,2,12,14,0.5323,0.0909,0.0612,0.1,0.1,0.2236,49,40,41.7,40.0,0.7903,0.8,4.4003,6.223,0.943,31.4365,0.9091,1.0,10.0,2.2361,0.303,0.8571,0.2121,0.0303,0.2424
09-b1,Candidate,GPT-5,With Description,Random,1.0,cli_text,42,54,3,3,28,30,3,3,6,6,0,0,8,8,1,2,13,14,0.5556,0.1,0.0714,0.0,0.0,0.0,42,38,39.3,38.6,0.7778,0.76,4.0415,5.7155,0.937,27.4974,0.9333,1.0,6.0,1.7321,0.2,0.9286,0.2667,0.0333,0.3
09-b1,Candidate,GPT-5,With Description,Random,2.0,cli_text,47,64,4,5,28,32,4,5,7,8,1,2,6,6,1,2,14,16,0.5,0.1562,0.0851,0.125,0.125,0.25,47,37,38.2,36.6,0.7344,0.74,4.1543,5.875,0.9258,24.3305,0.875,0.875,6.125,1.75,0.2188,0.875,0.1875,0.0312,0.2188
09-b1,Candidate,Opus 3,With Description,Confidence-Based,1.0,cli_text,43,57,3,3,29,32,3,3,10,11,0,0,6,6,4,4,9,11,0.5614,0.0938,0.0698,0.0,0.0,0.0,43,38,38.8,39.2,0.7544,0.76,4.0273,5.6955,0.9303,25.1874,0.9062,0.9091,9.0909,2.132,0.3125,0.8182,0.1875,0.125,0.3125
09-b1,Candidate,GPT-5,With Description,Contrastive,0.0,cli_text,43,58,4,4,26,29,4,4,7,7,0,0,6,6,1,2,12,14,0.5,0.1379,0.093,0.0,0.0,0.0,43,37,38.1,37.5,0.7414,0.74,3.9924,5.6462,0.9263,23.928,0.8966,1.0,7.0,1.8708,0.2414,0.8571,0.2069,0.0345,0.2414
09-b1,Candidate,GPT-5,With Description,Confidence-Based,1.0,cli_text,43,52,4,4,28,30,4,4,7,7,0,0,7,7,1,2,13,14,0.5769,0.1333,0.093,0.0,0.0,0.0,43,41,41.5,41.4,0.8269,0.82,4.2165,5.963,0.9519,35.6779,0.9333,1.0,7.0,1.8708,0.2333,0.9286,0.2333,0.0333,0.2667
09-b1,Candidate,GPT-5,With Description,Confidence-Based,2.0,cli_text,45,58,3,4,25,30,3,4,6,6,0,0,6,6,2,3,11,15,0.5172,0.1333,0.0667,0.0,0.0,0.0,45,39,40.5,40.0,0.7759,0.78,4.1781,5.9088,0.9375,28.2145,0.8333,1.0,6.0,1.7321,0.2,0.7333,0.2,0.0667,0.2667
09-b1,Candidate,Opus 1,With Description,Contrastive,1.0,cli_text,44,60,4,5,29,32,4,5,10,10,1,1,6,6,1,1,13,15,0.5333,0.1562,0.0909,0.1,0.1,0.2236,44,37,37.9,37.6,0.7333,0.74,4.0166,5.6804,0.9242,23.4733,0.9062,1.0,10.0,2.2361,0.3125,0.8667,0.1875,0.0312,0.2188
09-b1,Candidate,GPT-5,With Description,Contrastive,1.0,cli_text,44,61,3,3,27,30,3,3,7,7,0,0,6,6,1,2,13,15,0.4918,0.1,0.0682,0.0,0.0,0.0,44,37,38.2,36.5,0.7213,0.74,3.9836,5.6336,0.9205,22.4659,0.9,1.0,7.0,1.8708,0.2333,0.8667,0.2,0.0333,0.2333
09-b1,Candidate,Gemma 3,With Description,Contrastive,1.0,cli_text,48,63,2,2,27,29,2,2,9,9,0,0,5,5,3,3,10,12,0.4603,0.069,0.0417,0.0,0.0,0.0,48,39,38.6,39.4,0.7619,0.78,4.2762,6.0474,0.9344,27.4144,0.931,1.0,9.0,2.1213,0.3103,0.8333,0.1724,0.1034,0.2759
09-b1,Candidate,Gemma 3,With Description,Confidence-Based,2.0,cli_text,43,64,3,4,24,30,3,4,8,9,1,1,5,5,1,2,11,14,0.4688,0.1333,0.0698,0.1111,0.1111,0.2357,43,37,35.0,35.7,0.6719,0.74,3.8007,5.375,0.9044,18.8886,0.8,0.8889,7.1111,1.8856,0.2667,0.7857,0.1667,0.0333,0.2
09-b1,Candidate,Claude 4,With Description,Confidence-Based,1.0,cli_text,44,63,3,3,26,32,3,3,7,8,0,0,6,6,1,2,12,16,0.5079,0.0938,0.0682,0.0,0.0,0.0,44,37,36.9,36.5,0.6984,0.74,3.9198,5.5435,0.9134,20.7689,0.8125,0.875,6.125,1.75,0.2188,0.75,0.1875,0.0312,0.2188
09-b1,Candidate,Claude 4,With Description,Contrastive,1.0,cli_text,42,61,3,3,26,30,3,3,6,6,0,0,6,6,1,2,13,16,0.4918,0.1,0.0714,0.0,0.0,0.0,42,35,36.2,35.9,0.6885,0.7,3.8025,5.3775,0.9092,19.6655,0.8667,1.0,6.0,1.7321,0.2,0.8125,0.2,0.0333,0.2333
09-b1,Candidate,Gemma 3,With Description,Confidence-Based,1.0,cli_text,33,47,3,3,17,19,3,3,8,8,0,0,2,2,1,1,6,8,0.4043,0.1579,0.0909,0.0,0.0,0.0,33,33,33.0,33.0,0.7021,0.7021,3.4037,4.8135,0.9081,18.2045,0.8947,1.0,8.0,2.0,0.4211,0.75,0.1053,0.0526,0.1579
09-b1,Candidate,Gemma 3,With Description,Contrastive,2.0,cli_text,44,60,3,3,24,27,3,3,9,9,2,2,4,4,3,3,8,11,0.45,0.1111,0.0682,0.2222,0.4444,0.4714,44,38,38.0,37.7,0.7333,0.76,4.0166,5.6804,0.9242,23.4733,0.8889,1.0,9.0,2.1213,0.3333,0.7273,0.1481,0.1111,0.2593
09-b1,Candidate,Opus 3,With Description,Contrastive,1.0,cli_text,48,67,3,3,28,32,3,3,10,10,1,1,6,6,1,1,11,15,0.4776,0.0938,0.0625,0.1,0.1,0.2236,48,38,38.1,36.3,0.7164,0.76,4.1466,5.8641,0.9207,23.0233,0.875,1.0,10.0,2.2361,0.3125,0.7333,0.1875,0.0312,0.2188
09-b1,Candidate,Opus 1,With Description,Confidence-Based,2.0,cli_text,44,61,3,3,28,32,3,3,8,8,0,0,6,6,1,2,13,16,0.5246,0.0938,0.0682,0.0,0.0,0.0,44,35,38.1,37.0,0.7213,0.7,3.9836,5.6336,0.9205,22.4659,0.875,1.0,8.0,2.0,0.25,0.8125,0.1875,0.0312,0.2188
09-b1,Candidate,Opus 3,With Description,Confidence-Based,2.0,cli_text,49,68,5,5,29,35,5,5,10,12,0,0,6,6,2,3,11,14,0.5147,0.1429,0.102,0.0,0.0,0.0,49,40,38.4,37.3,0.7206,0.8,4.2017,5.9421,0.9223,23.5965,0.8286,0.8333,8.3333,2.0412,0.2857,0.7857,0.1714,0.0571,0.2286
10-a2,Candidate,GPT-4o,With Description,Random,2.0,cli_text,55,87,2,2,29,41,2,2,12,15,0,0,5,6,3,3,10,17,0.4713,0.0488,0.0364,0.0,0.0,0.0,55,37,37.5,39.0,0.6322,0.74,4.1695,5.8966,0.8973,18.8883,0.7073,0.8,9.6,2.1909,0.2927,0.5882,0.122,0.0732,0.1951
10-a2,Candidate,GPT-4o,With Description,N/A,0.0,cli_text,53,85,2,2,26,36,2,2,11,13,0,0,4,5,3,3,9,15,0.4235,0.0556,0.0377,0.0,0.0,0.0,53,37,36.1,37.6,0.6235,0.74,4.0649,5.7487,0.8937,18.1466,0.7222,0.8462,9.3077,2.1573,0.3056,0.6,0.1111,0.0833,0.1944
10-a2,Candidate,GPT-4o,Target Only,N/A,0.0,cli_text,50,76,2,2,26,36,2,2,11,13,0,0,4,5,2,2,10,16,0.4737,0.0556,0.04,0.0,0.0,0.0,50,37,36.1,37.7,0.6579,0.74,4.0555,5.7354,0.9033,19.4533,0.7222,0.8462,9.3077,2.1573,0.3056,0.625,0.1111,0.0556,0.1667
10-a2,Candidate,Opus 1,Target Only,N/A,0.0,cli_text,54,81,3,3,28,36,3,3,13,14,0,0,4,5,1,2,11,15,0.4444,0.0833,0.0556,0.0,0.0,0.0,54,37,37.6,41.1,0.6667,0.74,4.2426,6.0,0.9077,20.6842,0.7778,0.9286,12.0714,2.4568,0.3611,0.7333,0.1111,0.0278,0.1389
10-a2,Candidate,Opus 1,With Description,N/A,0.0,cli_text,56,80,3,3,27,35,3,3,9,11,0,0,6,6,2,2,11,16,0.4375,0.0857,0.0536,0.0,0.0,0.0,56,35,38.6,39.0,0.7,0.7,4.4272,6.261,0.9186,23.3809,0.7714,0.8182,7.3636,1.9188,0.2571,0.6875,0.1714,0.0571,0.2286
10-a2,Candidate,Opus 3,With Description,N/A,0.0,cli_text,55,84,3,3,30,42,3,3,12,14,0,0,5,6,2,3,12,19,0.5,0.0714,0.0545,0.0,0.0,0.0,55,35,37.3,37.2,0.6548,0.7,4.2433,6.001,0.9044,20.1333,0.7143,0.8571,10.2857,2.2678,0.2857,0.6316,0.119,0.0476,0.1667
10-a2,Candidate,Opus 3,Target Only,N/A,0.0,cli_text,53,80,2,2,28,38,2,2,12,14,0,0,4,5,3,3,10,16,0.475,0.0526,0.0377,0.0,0.0,0.0,53,35,36.8,38.1,0.6625,0.7,4.19,5.9256,0.906,20.2543,0.7368,0.8571,10.2857,2.2678,0.3158,0.625,0.1053,0.0789,0.1842
10-a2,Candidate,Opus 1,With Description,Random,2.0,cli_text,47,69,2,2,22,30,2,2,11,12,0,0,3,4,0,0,9,14,0.4348,0.0667,0.0426,0.0,0.0,0.0,47,38,36.3,38.1,0.6812,0.76,4.0009,5.6581,0.9093,20.2779,0.7333,0.9167,10.0833,2.2454,0.3667,0.6429,0.1,0.0,0.1
10-a2,Candidate,Opus 3,With Description,Random,2.0,cli_text,53,83,2,2,29,40,2,2,11,14,0,0,6,6,2,3,11,17,0.4819,0.05,0.0377,0.0,0.0,0.0,53,35,35.4,35.9,0.6386,0.7,4.1136,5.8175,0.8985,18.9056,0.725,0.7857,8.6429,2.0788,0.275,0.6471,0.15,0.05,0.2
10-a2,Candidate,GPT-4o,With Description,Random,1.0,cli_text,47,77,2,2,25,37,2,2,11,14,0,0,4,5,2,2,9,16,0.4805,0.0541,0.0426,0.0,0.0,0.0,47,36,34.0,36.0,0.6104,0.72,3.7874,5.3561,0.8864,16.5997,0.6757,0.7857,8.6429,2.0788,0.2973,0.5625,0.1081,0.0541,0.1622
