text_id,source_type,model,base_prompt,sampling_strategy,few_shot,Filepath,wordtypes,wordtokens,swordtypes,swordtokens,lextypes,lextokens,slextypes,slextokens,verbtypes,verbtokens,sverbtypes,sverbtokens,adjtypes,adjtokens,advtypes,advtokens,nountypes,nountokens,LD,LS1,LS2,VS1,VS2,CVS1,NDW,NDW-50,NDW-ER50,NDW-ES50,TTR,MSTTR,CTTR,RTTR,LogTTR,Uber,LV,VV1,SVV1,CVV1,VV2,NV,AdjV,AdvV,ModV
01-b1,Candidate,GPT-5,With Description,Random,1.0,cli_text,53,69,8,11,27,32,8,11,9,11,2,2,6,6,3,3,9,12,0.4638,0.3438,0.1509,0.1818,0.3636,0.4264,53,40,40.0,40.4,0.7681,0.8,4.5117,6.3805,0.9377,29.5127,0.8438,0.8182,7.3636,1.9188,0.2812,0.75,0.1875,0.0938,0.2812
01-b1,Candidate,GPT-5,With Description,Random,2.0,cli_text,56,74,8,12,30,36,8,12,10,12,2,2,6,6,4,4,10,14,0.4865,0.3333,0.1429,0.1667,0.3333,0.4082,56,41,41.2,39.9,0.7568,0.82,4.6032,6.5099,0.9352,28.8658,0.8333,0.8333,8.3333,2.0412,0.2778,0.7143,0.1667,0.1111,0.2778
01-b1,Candidate,Opus 3,With Description,Confidence-Based,1.0,cli_text,57,81,8,13,30,38,8,13,10,10,2,2,5,7,4,5,11,16,0.4691,0.3421,0.1404,0.2,0.4,0.4472,57,39,38.9,40.0,0.7037,0.78,4.4783,6.3333,0.92,23.8668,0.7895,1.0,10.0,2.2361,0.2632,0.6875,0.1316,0.1053,0.2368
01-b1,Candidate,GPT-5,With Description,Contrastive,0.0,cli_text,58,78,9,13,29,34,9,13,10,11,2,2,6,6,1,1,12,16,0.4359,0.3824,0.1552,0.1818,0.3636,0.4264,58,41,40.2,40.6,0.7436,0.82,4.6437,6.5672,0.932,27.824,0.8529,0.9091,9.0909,2.132,0.2941,0.75,0.1765,0.0294,0.2059
01-b1,Candidate,GPT-5,With Description,Confidence-Based,1.0,cli_text,59,80,9,13,30,36,9,13,10,12,2,2,6,6,3,3,11,15,0.45,0.3611,0.1525,0.1667,0.3333,0.4082,59,38,39.8,39.5,0.7375,0.76,4.6644,6.5964,0.9305,27.3881,0.8333,0.8333,8.3333,2.0412,0.2778,0.7333,0.1667,0.0833,0.25
01-b1,Candidate,GPT-5,With Description,Confidence-Based,2.0,cli_text,57,77,8,13,28,34,8,13,9,10,2,2,6,6,3,3,10,15,0.4416,0.3824,0.1404,0.2,0.4,0.4472,57,38,40.6,39.7,0.7403,0.76,4.5932,6.4958,0.9308,27.2467,0.8235,0.9,8.1,2.0125,0.2647,0.6667,0.1765,0.0882,0.2647
01-b1,Candidate,Opus 1,With Description,Contrastive,1.0,cli_text,60,75,10,14,31,36,10,14,10,11,3,3,6,6,5,5,10,14,0.48,0.3889,0.1667,0.2727,0.8182,0.6396,60,42,41.3,42.7,0.8,0.84,4.899,6.9282,0.9483,36.2796,0.8611,0.9091,9.0909,2.132,0.2778,0.7143,0.1667,0.1389,0.3056
01-b1,Candidate,GPT-5,With Description,Contrastive,1.0,cli_text,60,72,11,13,32,34,11,13,11,11,4,4,6,6,3,3,12,14,0.4722,0.3824,0.1833,0.3636,1.4545,0.8528,60,46,44.0,43.9,0.8333,0.92,5.0,7.0711,0.9574,43.5669,0.9412,1.0,11.0,2.3452,0.3235,0.8571,0.1765,0.0882,0.2647
01-b1,Candidate,Gemma 3,With Description,Contrastive,1.0,cli_text,56,78,7,10,28,34,7,10,8,10,1,1,7,8,4,4,9,12,0.4359,0.2941,0.125,0.1,0.1,0.2236,56,36,39.0,38.7,0.7179,0.72,4.4836,6.3408,0.9239,24.8774,0.8235,0.8,6.4,1.7889,0.2353,0.75,0.2059,0.1176,0.3235
01-b1,Candidate,Gemma 3,With Description,Confidence-Based,2.0,cli_text,54,70,7,10,27,33,7,10,8,10,2,2,5,6,4,4,10,13,0.4714,0.303,0.1296,0.2,0.4,0.4472,54,39,40.6,40.4,0.7714,0.78,4.5638,6.4542,0.9389,30.2064,0.8182,0.8,6.4,1.7889,0.2424,0.7692,0.1515,0.1212,0.2727
01-b1,Candidate,Claude 4,With Description,Confidence-Based,1.0,cli_text,58,86,7,11,31,39,7,11,10,12,1,1,6,8,5,5,10,14,0.4535,0.2821,0.1207,0.0833,0.0833,0.2041,58,38,39.1,39.2,0.6744,0.76,4.4225,6.2543,0.9116,21.8757,0.7949,0.8333,8.3333,2.0412,0.2564,0.7143,0.1538,0.1282,0.2821
01-b1,Candidate,Claude 4,With Description,Contrastive,1.0,cli_text,59,84,7,12,30,37,7,12,9,11,2,2,7,7,4,4,10,15,0.4405,0.3243,0.1186,0.1818,0.3636,0.4264,59,36,39.7,38.9,0.7024,0.72,4.5519,6.4374,0.9203,24.1342,0.8108,0.8182,7.3636,1.9188,0.2432,0.6667,0.1892,0.1081,0.2973
01-b1,Candidate,Gemma 3,With Description,Confidence-Based,1.0,cli_text,56,70,6,8,25,29,6,8,9,10,1,1,5,6,4,4,7,9,0.4143,0.2759,0.1071,0.1,0.1,0.2236,56,39,42.4,41.3,0.8,0.78,4.7329,6.6933,0.9475,35.1294,0.8621,0.9,8.1,2.0125,0.3103,0.7778,0.1724,0.1379,0.3103
01-b1,Candidate,Gemma 3,With Description,Contrastive,2.0,cli_text,54,71,6,10,26,32,6,10,9,10,1,1,5,5,4,4,9,13,0.4507,0.3125,0.1111,0.1,0.1,0.2236,54,40,40.5,40.8,0.7606,0.8,4.5316,6.4086,0.9358,28.8325,0.8125,0.9,8.1,2.0125,0.2812,0.6923,0.1562,0.125,0.2812
01-b1,Candidate,Opus 3,With Description,Contrastive,1.0,cli_text,66,77,10,14,35,39,10,14,12,12,2,2,7,7,4,4,12,16,0.5065,0.359,0.1515,0.1667,0.3333,0.4082,66,46,44.6,45.8,0.8571,0.92,5.3184,7.5214,0.9645,53.1593,0.8974,1.0,12.0,2.4495,0.3077,0.75,0.1795,0.1026,0.2821
01-b1,Candidate,Opus 1,With Description,Confidence-Based,2.0,cli_text,54,67,9,14,25,32,9,14,8,10,2,2,6,6,1,1,10,15,0.4776,0.4375,0.1667,0.2,0.4,0.4472,54,41,41.9,42.1,0.806,0.82,4.6649,6.5971,0.9487,35.5947,0.7812,0.8,6.4,1.7889,0.25,0.6667,0.1875,0.0312,0.2188
01-b1,Candidate,Opus 3,With Description,Confidence-Based,2.0,cli_text,57,73,9,13,30,34,9,13,11,11,2,2,7,7,3,3,9,13,0.4658,0.3824,0.1579,0.1818,0.3636,0.4264,57,42,41.4,41.5,0.7808,0.84,4.7174,6.6713,0.9423,32.313,0.8824,1.0,11.0,2.3452,0.3235,0.6923,0.2059,0.0882,0.2941
02-a2,Candidate,GPT-4o,With Description,Random,2.0,cli_text,28,31,3,4,15,18,2,3,5,5,0,0,2,2,1,1,7,10,0.5806,0.1667,0.1071,0.0,0.0,0.0,28,28,28.0,28.0,0.9032,0.9032,3.556,5.0289,0.9704,50.3162,0.8333,1.0,5.0,1.5811,0.2778,0.7,0.1111,0.0556,0.1667
02-a2,Candidate,GPT-4o,With Description,N/A,0.0,cli_text,27,32,3,4,13,16,2,3,6,6,0,0,1,1,1,1,5,8,0.5,0.1875,0.1111,0.0,0.0,0.0,27,27,27.0,27.0,0.8438,0.8438,3.375,4.773,0.951,30.7032,0.8125,1.0,6.0,1.7321,0.375,0.625,0.0625,0.0625,0.125
02-a2,Candidate,GPT-4o,Target Only,N/A,0.0,cli_text,30,35,2,2,15,18,2,2,6,6,0,0,2,2,1,1,6,9,0.5143,0.1111,0.0667,0.0,0.0,0.0,30,30,30.0,30.0,0.8571,0.8571,3.5857,5.0709,0.9566,35.6126,0.8333,1.0,6.0,1.7321,0.3333,0.6667,0.1111,0.0556,0.1667
02-a2,Candidate,Opus 1,Target Only,N/A,0.0,cli_text,28,30,4,5,14,16,3,4,5,5,1,1,2,2,1,1,6,8,0.5333,0.25,0.1429,0.2,0.2,0.3162,28,28,28.0,28.0,0.9333,0.9333,3.6148,5.1121,0.9797,72.8188,0.875,1.0,5.0,1.5811,0.3125,0.75,0.125,0.0625,0.1875
02-a2,Candidate,Opus 1,With Description,N/A,0.0,cli_text,37,43,5,6,21,26,5,6,8,8,0,0,3,3,2,2,8,13,0.6047,0.2308,0.1351,0.0,0.0,0.0,37,37,37.0,37.0,0.8605,0.8605,3.9898,5.6424,0.96,40.8818,0.8077,1.0,8.0,2.0,0.3077,0.6154,0.1154,0.0769,0.1923
02-a2,Candidate,Opus 3,With Description,N/A,0.0,cli_text,30,33,2,3,15,18,2,3,5,5,0,0,4,4,1,1,5,8,0.5455,0.1667,0.0667,0.0,0.0,0.0,30,30,30.0,30.0,0.9091,0.9091,3.6927,5.2223,0.9727,55.7075,0.8333,1.0,5.0,1.5811,0.2778,0.625,0.2222,0.0556,0.2778
02-a2,Candidate,Opus 3,Target Only,N/A,0.0,cli_text,26,31,2,3,16,19,2,3,4,4,0,0,2,2,3,3,7,10,0.6129,0.1579,0.0769,0.0,0.0,0.0,26,26,26.0,26.0,0.8387,0.8387,3.302,4.6697,0.9488,29.1165,0.8421,1.0,4.0,1.4142,0.2105,0.7,0.1053,0.1579,0.2632
02-a2,Candidate,Opus 1,With Description,Random,2.0,cli_text,35,40,4,5,18,22,4,5,6,6,0,0,3,3,1,1,8,12,0.55,0.2273,0.1143,0.0,0.0,0.0,35,35,35.0,35.0,0.875,0.875,3.9131,5.534,0.9638,44.2578,0.8182,1.0,6.0,1.7321,0.2727,0.6667,0.1364,0.0455,0.1818
02-a2,Candidate,Opus 3,With Description,Random,2.0,cli_text,23,26,2,3,13,16,2,3,4,4,0,0,2,2,1,1,6,9,0.6154,0.1875,0.087,0.0,0.0,0.0,23,23,23.0,23.0,0.8846,0.8846,3.1895,4.5107,0.9624,37.6022,0.8125,1.0,4.0,1.4142,0.25,0.6667,0.125,0.0625,0.1875
02-a2,Candidate,GPT-4o,With Description,Random,1.0,cli_text,25,28,3,4,14,17,2,3,5,5,0,0,2,2,1,1,6,9,0.6071,0.1765,0.12,0.0,0.0,0.0,25,25,25.0,25.0,0.8929,0.8929,3.3408,4.7246,0.966,42.5508,0.8235,1.0,5.0,1.5811,0.2941,0.6667,0.1176,0.0588,0.1765
02-a2,Candidate,Opus 1,With Description,Random,1.0,cli_text,35,40,3,4,18,21,3,4,6,6,0,0,3,3,1,1,8,11,0.525,0.1905,0.0857,0.0,0.0,0.0,35,35,35.0,35.0,0.875,0.875,3.9131,5.534,0.9638,44.2578,0.8571,1.0,6.0,1.7321,0.2857,0.7273,0.1429,0.0476,0.1905
02-a2,Candidate,Opus 3,With Description,Random,1.0,cli_text,26,31,3,4,14,17,3,4,4,4,1,1,2,2,1,1,7,10,0.5484,0.2353,0.1154,0.25,0.25,0.3536,26,26,26.0,26.0,0.8387,0.8387,3.302,4.6697,0.9488,29.1165,0.8235,1.0,4.0,1.4142,0.2353,0.7,0.1176,0.0588,0.1765
02-a2,Candidate,Opus 1,With Description,Confidence-Based,1.0,cli_text,32,37,2,3,17,20,2,3,6,6,0,0,3,3,1,1,7,10,0.5405,0.15,0.0625,0.0,0.0,0.0,32,32,32.0,32.0,0.8649,0.8649,3.7199,5.2608,0.9598,39.0038,0.85,1.0,6.0,1.7321,0.3,0.7,0.15,0.05,0.2
02-a2,Candidate,Gemma 3,Target Only,N/A,0.0,cli_text,29,34,2,3,15,18,2,3,5,5,0,0,3,3,2,2,5,8,0.5294,0.1667,0.069,0.0,0.0,0.0,29,29,29.0,29.0,0.8529,0.8529,3.5168,4.9735,0.9549,33.9519,0.8333,1.0,5.0,1.5811,0.2778,0.625,0.1667,0.1111,0.2778
02-a2,Candidate,Claude 4,With Description,Random,2.0,cli_text,36,44,2,3,19,22,2,3,8,8,0,0,2,2,2,2,7,10,0.5,0.1364,0.0556,0.0,0.0,0.0,36,36,36.0,36.0,0.8182,0.8182,3.8376,5.4272,0.947,30.9918,0.8636,1.0,8.0,2.0,0.3636,0.7,0.0909,0.0909,0.1818
